"id";"steam_image_api";"appid";"game_name";"release_date";"developer";"publisher";"price";"uploaded_game_image"
536;"https://cdn.akamai.steamstatic.com/steam/apps/25980/header.jpg?t=1669909907";25980;"Majesty 2";"2009-09-17";"1C:InoCo";"Paradox Interactive";7.99;"/placeholder.png"
537;"https://cdn.akamai.steamstatic.com/steam/apps/25990/header.jpg?t=1661950195";25990;"Majesty Gold HD";"2009-09-04";"Cyberlore";"Paradox Interactive";7.99;"/placeholder.png"
538;"https://cdn.akamai.steamstatic.com/steam/apps/26000/header.jpg?t=1667851486";26000;"The Maw";"2009-03-09";"Twisted Pixel Games";"Twisted Pixel Games";8.99;"/placeholder.png"
539;"https://cdn.akamai.steamstatic.com/steam/apps/26300/header.jpg?t=1447351710";26300;"Drug Wars";"2009-03-17";"Paleo Entertainment";"Paleo Entertainment";3.99;"/placeholder.png"
540;"https://cdn.akamai.steamstatic.com/steam/apps/26800/header.jpg?t=1515716884";26800;"Braid";"2009-04-10";"Number None";"Number None";10.99;"/placeholder.png"
541;"https://cdn.akamai.steamstatic.com/steam/apps/26900/header.jpg?t=1667476228";26900;"Crayon Physics Deluxe";"2009-05-06";"Kloonigames";"Kloonigames";15.99;"/placeholder.png"
542;"https://cdn.akamai.steamstatic.com/steam/apps/27000/header.jpg?t=1667032931";27000;"The Path";"2009-03-18";"Tale of Tales";"Tale of Tales";6.99;"/placeholder.png"
543;"https://cdn.akamai.steamstatic.com/steam/apps/27020/header.jpg?t=1667032207";27020;"The Graveyard";"2009-03-09";"Tale of Tales";"Tale of Tales";3.99;"/placeholder.png"
544;"https://cdn.akamai.steamstatic.com/steam/apps/27050/header.jpg?t=1667029325";27050;"Fatale";"2009-11-04";"Tale of Tales";"Tale of Tales";4.99;"/placeholder.png"
545;"https://cdn.akamai.steamstatic.com/steam/apps/27200/header.jpg?t=1447351761";27200;"Summer Athletics";"2009-04-02";"49 Games";"DTP Entertainment";15.99;"/placeholder.png"
546;"https://cdn.cloudflare.steamstatic.com/steam/apps/27330/header.jpg?";27330;"Blacklight: Tango Down";"2010-07-14";"Zombie Studios";"Ignition Entertainment";0.79;"/placeholder.png"
547;"https://cdn.akamai.steamstatic.com/steam/apps/27400/header.jpg?t=1447351701";27400;"Dangerous High School Girls in Trouble!™";"2009-02-23";"Mousechief";"Mousechief";14.99;"/placeholder.png"
548;"https://cdn.akamai.steamstatic.com/steam/apps/27600/header.jpg?t=1589224469";27600;"Mevo and The Grooveriders";"2009-03-20";"Red Rocket Games";"Red Rocket Games";5.99;"/placeholder.png"
549;"https://cdn.akamai.steamstatic.com/steam/apps/27800/header.jpg?t=1447351752";27800;"Space Giraffe";"2009-03-19";"Llamasoft LTD";"Llamasoft LTD";6.99;"/placeholder.png"
550;"https://cdn.akamai.steamstatic.com/steam/apps/27810/header.jpg?t=1447352934";27810;"Gridrunner Revolution";"2010-02-22";"Llamasoft LTD";"Llamasoft LTD";5.99;"/placeholder.png"
551;"https://cdn.akamai.steamstatic.com/steam/apps/27900/header.jpg?t=1533143416";27900;"Twin Sector";"2009-09-16";"DnS Development";"DnS Development";3.99;"/placeholder.png"
552;"https://cdn.akamai.steamstatic.com/steam/apps/27920/header.jpg?t=1478109080";27920;"Booster Trooper";"2010-04-23";"DnS Development";"DnS Development";1.69;"/placeholder.png"
553;"https://cdn.akamai.steamstatic.com/steam/apps/27940/header.jpg?t=1601304558";27940;"Dead Horde";"2011-07-27";"DnS Development";"DnS Development";4.79;"/placeholder.png"
554;"https://cdn.akamai.steamstatic.com/steam/apps/28000/header.jpg?t=1592492023";28000;"Kane & Lynch 2: Dog Days";"2010-08-17";"IO Interactive";"Square Enix";7.99;"/placeholder.png"
555;"https://cdn.akamai.steamstatic.com/steam/apps/29120/header.jpg?t=1447351724";29120;"Yumsters 2: Around the World";"2009-11-12";"KranX Productions";"KranX Productions";3.99;"/placeholder.png"
556;"https://cdn.akamai.steamstatic.com/steam/apps/29130/header.jpg?t=1447351749";29130;"Musaic Box";"2009-03-19";"KranX Productions";"KranX Productions";3.99;"/placeholder.png"
557;"https://cdn.akamai.steamstatic.com/steam/apps/29160/header.jpg?t=1447351767";29160;"Blueberry Garden";"2009-06-01";"Erik Svedäng";"Erik Svedäng";3.99;"/placeholder.png"
558;"https://cdn.akamai.steamstatic.com/steam/apps/29180/header.jpg?t=1602721579";29180;"Osmos";"2009-08-18";"Hemisphere Games";"Hemisphere Games";6.99;"/placeholder.png"
559;"https://cdn.akamai.steamstatic.com/steam/apps/29800/header.jpg?t=1462569292";29800;"Caster";"2009-03-19";"Elecorn";"Elecorn";0.99;"/placeholder.png"
560;"https://cdn.akamai.steamstatic.com/steam/apps/29900/header.jpg?t=1447351732";29900;"Dark Sector";"2009-03-24";"Digital Extremes";"ND Games";6.99;"/placeholder.png"
561;"https://cdn.akamai.steamstatic.com/steam/apps/31270/header.jpg?t=1605585461";31270;"Puzzle Agent";"2010-07-01";"Telltale Games";"Telltale Games";3.99;"/placeholder.png"
562;"https://cdn.akamai.steamstatic.com/steam/apps/31300/header.jpg?t=1447351855";31300;"Tunnel Rats";"2009-05-15";"Replay Studios";"Boll AG";15.99;"/placeholder.png"
563;"https://cdn.akamai.steamstatic.com/steam/apps/31800/header.jpg?t=1573002745";31800;"Nancy Drew®: Danger by Design";"2009-10-10";"HeR Interactive";"HeR Interactive";5.19;"/placeholder.png"
564;"https://cdn.akamai.steamstatic.com/steam/apps/31810/header.jpg?t=1573001884";31810;"Nancy Drew®: Last Train to Blue Moon Canyon";"2009-10-10";"HeR Interactive";"HeR Interactive";5.19;"/placeholder.png"
565;"https://cdn.akamai.steamstatic.com/steam/apps/31820/header.jpg?t=1572992573";31820;"Nancy Drew®: The Haunted Carousel";"2009-10-10";"HeR Interactive";"HeR Interactive";5.19;"/placeholder.png"
566;"https://cdn.akamai.steamstatic.com/steam/apps/31830/header.jpg?t=1668845862";31830;"Nancy Drew®: Curse of Blackmoor Manor";"2009-10-10";"HeR Interactive";"HeR Interactive";5.19;"/placeholder.png"
567;"https://cdn.akamai.steamstatic.com/steam/apps/31840/header.jpg?t=1572999014";31840;"Nancy Drew®: Danger on Deception Island";"2009-10-10";"HeR Interactive";"HeR Interactive";5.19;"/placeholder.png"
568;"https://cdn.akamai.steamstatic.com/steam/apps/31850/header.jpg?t=1572991765";31850;"Nancy Drew®: Ghost Dogs of Moon Lake";"2009-10-10";"HeR Interactive";"HeR Interactive";5.19;"/placeholder.png"
569;"https://cdn.akamai.steamstatic.com/steam/apps/31860/header.jpg?t=1573086959";31860;"Nancy Drew®: Legend of the Crystal Skull";"2009-07-17";"HeR Interactive";"HeR Interactive";5.19;"/placeholder.png"
570;"https://cdn.akamai.steamstatic.com/steam/apps/31870/header.jpg?t=1668845178";31870;"Nancy Drew® Dossier: Lights, Camera, Curses!";"2009-07-17";"HeR Interactive";"HeR Interactive";5.19;"/placeholder.png"
571;"https://cdn.akamai.steamstatic.com/steam/apps/31880/header.jpg?t=1573001300";31880;"Nancy Drew®: Secret of the Old Clock";"2009-10-10";"HeR Interactive";"HeR Interactive";5.19;"/placeholder.png"
572;"https://cdn.akamai.steamstatic.com/steam/apps/31890/header.jpg?t=1572915783";31890;"Nancy Drew®: Secret of the Scarlet Hand";"2009-10-10";"HeR Interactive";"HeR Interactive";5.19;"/placeholder.png"
573;"https://cdn.akamai.steamstatic.com/steam/apps/31900/header.jpg?t=1573086740";31900;"Nancy Drew®: The Creature of Kapu Cave";"2009-07-17";"HeR Interactive";"HeR Interactive";5.19;"/placeholder.png"
574;"https://cdn.akamai.steamstatic.com/steam/apps/31910/header.jpg?t=1573087194";31910;"Nancy Drew®: The Haunting of Castle Malloy";"2009-07-17";"HeR Interactive";"HeR Interactive";5.19;"/placeholder.png"
575;"https://cdn.akamai.steamstatic.com/steam/apps/31920/header.jpg?t=1607453057";31920;"Nancy Drew®: The Phantom of Venice";"2009-07-17";"HeR Interactive";"HeR Interactive";5.19;"/placeholder.png"
576;"https://cdn.akamai.steamstatic.com/steam/apps/31930/header.jpg?t=1573086842";31930;"Nancy Drew®: The White Wolf of Icicle Creek";"2009-07-17";"HeR Interactive";"HeR Interactive";5.19;"/placeholder.png"
577;"https://cdn.akamai.steamstatic.com/steam/apps/31980/header.jpg?t=1595621701";31980;"Nancy Drew®: Ransom of the Seven Ships";"2009-07-21";"HeR Interactive";"HeR Interactive";5.19;"/placeholder.png"
578;"https://cdn.akamai.steamstatic.com/steam/apps/32000/header.jpg?t=1447351793";32000;"Raycatcher";"2009-04-17";"Thinking Studios;Slam Dunk Studios";"Thinking Studios";3.99;"/placeholder.png"
579;"https://cdn.akamai.steamstatic.com/steam/apps/32110/header.jpg?t=1447352269";32110;"LUXOR: Mah Jong";"2009-07-13";"MumboJumbo";"MumboJumbo";5.99;"/placeholder.png"
580;"https://cdn.akamai.steamstatic.com/steam/apps/32120/header.jpg?t=1447352269";32120;"Chainz 2: Relinked";"2009-07-13";"MumboJumbo";"MumboJumbo";6.99;"/placeholder.png"
581;"https://cdn.akamai.steamstatic.com/steam/apps/32140/header.jpg?t=1447352503";32140;"Midnight Mysteries";"2009-09-28";"MumboJumbo";"MumboJumbo";5.99;"/placeholder.png"
582;"https://cdn.akamai.steamstatic.com/steam/apps/32150/header.jpg?t=1447352629";32150;"Everyday Genius: SquareLogic";"2009-10-21";"TrueThought";"TrueThought";3.99;"/placeholder.png"
583;"https://cdn.akamai.steamstatic.com/steam/apps/32160/header.jpg?t=1659561400";32160;"Zombie Bowl-o-Rama";"2009-10-15";"MumboJumbo";"MumboJumbo";6.99;"/placeholder.png"
584;"https://cdn.akamai.steamstatic.com/steam/apps/32200/header.jpg?t=1667368011";32200;"Metal Drift";"2009-10-22";"Black Jacket Studios";"Black Jacket Studios";6.99;"/placeholder.png"
585;"https://cdn.akamai.steamstatic.com/steam/apps/32310/header.jpg?t=1571778024";32310;"Indiana Jones® and the Last Crusade™";"2009-07-08";"LucasArts";"LucasArts;Lucasfilm;Disney Interactive";4.79;"/placeholder.png"
586;"https://cdn.akamai.steamstatic.com/steam/apps/32330/header.jpg?t=1594148304";32330;"LEGO® Indiana Jones™: The Original Adventures";"2009-07-08";"Traveller's Tales";"LucasArts;Lucasfilm;Disney Interactive";15.49;"/placeholder.png"
587;"https://cdn.akamai.steamstatic.com/steam/apps/32340/header.jpg?t=1571778538";32340;"LOOM™";"2009-07-08";"LucasArts";"LucasArts;Lucasfilm;Disney Interactive";4.79;"/placeholder.png"
588;"https://cdn.akamai.steamstatic.com/steam/apps/32350/header.jpg?t=1586470225";32350;"STAR WARS™ Starfighter™";"2009-07-08";"LucasArts";"LucasArts;Lucasfilm;Disney Interactive";4.79;"/placeholder.png"
589;"https://cdn.akamai.steamstatic.com/steam/apps/32360/header.jpg?t=1657725556";32360;"The Secret of Monkey Island: Special Edition";"2009-07-15";"LucasArts";"LucasArts;Lucasfilm;Disney Interactive";7.19;"/placeholder.png"
590;"https://cdn.akamai.steamstatic.com/steam/apps/32370/header.jpg?t=1602892538";32370;"STAR WARS™ - Knights of the Old Republic™";"2009-09-05";"BioWare;Aspyr (Mac)";"LucasArts;Aspyr (Mac);Disney Interactive;Lucasfilm";7.19;"/placeholder.png"
591;"https://cdn.akamai.steamstatic.com/steam/apps/32380/header.jpg?t=1586466719";32380;"STAR WARS™ Jedi Knight: Dark Forces II";"2009-09-16";"LucasArts";"LucasArts;Lucasfilm;Disney Interactive";4.79;"/placeholder.png"
592;"https://cdn.akamai.steamstatic.com/steam/apps/32390/header.jpg?t=1586469827";32390;"STAR WARS™ Jedi Knight - Mysteries of the Sith™";"2009-09-16";"LucasArts";"LucasArts;Lucasfilm;Disney Interactive";2.09;"/placeholder.png"
593;"https://cdn.akamai.steamstatic.com/steam/apps/32400/header.jpg?t=1653057733";32400;"STAR WARS™ - Dark Forces";"2009-09-16";"LucasArts";"LucasArts;Lucasfilm;Disney Interactive";4.79;"/placeholder.png"
594;"https://cdn.akamai.steamstatic.com/steam/apps/32410/header.jpg?t=1571778535";32410;"Lucidity™";"2009-10-07";"LucasArts";"LucasArts;Lucasfilm;Disney Interactive";4.79;"/placeholder.png"
595;"https://cdn.cloudflare.steamstatic.com/steam/apps/32420/header.jpg?";32420;"STAR WARS™: The Clone Wars - Republic Heroes™";"2009-10-06";"Krome Studios";"LucasArts;Lucasfilm;Disney Interactive";15.49;"/placeholder.png"
596;"https://cdn.cloudflare.steamstatic.com/steam/apps/32430/header.jpg?";32430;"STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition";"2009-12-15";"LucasArts;Aspyr Studios";"LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive";15.49;"/placeholder.png"
597;"https://cdn.cloudflare.steamstatic.com/steam/apps/32440/header.jpg?";32440;"LEGO® Star Wars™ - The Complete Saga";"2009-11-12";"Traveller's Tales;Feral Interactive (Mac)";"LucasArts;Lucasfilm;Disney Interactive;Feral Interactive (Mac)";15.49;"/placeholder.png"
598;"https://cdn.cloudflare.steamstatic.com/steam/apps/32450/header.jpg?";32450;"LEGO® Indiana Jones™ 2: The Adventure Continues";"2010-02-18";"Traveller's Tales";"LucasArts;Lucasfilm;Disney Interactive";15.49;"/placeholder.png"
599;"https://cdn.cloudflare.steamstatic.com/steam/apps/32460/header.jpg?";32460;"Monkey Island™ 2 Special Edition: LeChuck’s Revenge™";"2010-07-07";"LucasArts";"LucasArts;Lucasfilm;Disney Interactive";7.19;"/placeholder.png"
600;"https://cdn.cloudflare.steamstatic.com/steam/apps/32470/header.jpg?";32470;"STAR WARS™ Empire at War - Gold Pack";"2010-05-25";"Petroglyph";"LucasArts;Lucasfilm;Disney Interactive";15.49;"/placeholder.png"
601;"https://cdn.cloudflare.steamstatic.com/steam/apps/32500/header.jpg?";32500;"STAR WARS™: The Force Unleashed™ II";"2010-11-23";"Aspyr Studios";"LucasArts;Lucasfilm;Disney Interactive";15.49;"/placeholder.png"
602;"https://cdn.cloudflare.steamstatic.com/steam/apps/32510/header.jpg?";32510;"LEGO® Star Wars™ III - The Clone Wars™";"2011-03-22";"Traveller's Tales";"LucasArts;Lucasfilm;Disney Interactive";15.49;"/placeholder.png"
603;"https://cdn.cloudflare.steamstatic.com/steam/apps/32610/header.jpg?";32610;"Delta Force Xtreme 2";"2009-06-18";"NovaLogic";"NovaLogic;THQ Nordic";14.99;"/placeholder.png"
604;"https://cdn.cloudflare.steamstatic.com/steam/apps/32620/header.jpg?";32620;"Delta Force";"2009-06-18";"NovaLogic";"NovaLogic;THQ Nordic";3.99;"/placeholder.png"
605;"https://cdn.cloudflare.steamstatic.com/steam/apps/32630/header.jpg?";32630;"Delta Force 2";"2009-06-18";"NovaLogic";"NovaLogic;THQ Nordic";3.99;"/placeholder.png"
606;"https://cdn.cloudflare.steamstatic.com/steam/apps/32640/header.jpg?";32640;"Delta Force Land Warrior";"2009-06-18";"NovaLogic";"NovaLogic;THQ Nordic";6.99;"/placeholder.png"
607;"https://cdn.cloudflare.steamstatic.com/steam/apps/32650/header.jpg?";32650;"Delta Force: Task Force Dagger";"2009-06-18";"NovaLogic";"NovaLogic;THQ Nordic";6.99;"/placeholder.png"
608;"https://cdn.cloudflare.steamstatic.com/steam/apps/32660/header.jpg?";32660;"Delta Force: Xtreme";"2009-06-18";"NovaLogic";"NovaLogic;THQ Nordic";14.99;"/placeholder.png"
609;"https://cdn.cloudflare.steamstatic.com/steam/apps/32670/header.jpg?";32670;"Delta Force: Black Hawk Down";"2009-06-18";"NovaLogic";"NovaLogic;THQ Nordic";0.0;"/placeholder.png"
610;"https://cdn.cloudflare.steamstatic.com/steam/apps/32680/header.jpg?";32680;"Delta Force — Black Hawk Down: Team Sabre";"2009-06-18";"Ritual Entertainment";"NovaLogic;THQ Nordic";0.0;"/placeholder.png"
611;"https://cdn.cloudflare.steamstatic.com/steam/apps/32710/header.jpg?";32710;"Armored Fist 3";"2009-06-18";"NovaLogic";"NovaLogic;THQ Nordic";6.99;"/placeholder.png"
612;"https://cdn.cloudflare.steamstatic.com/steam/apps/32720/header.jpg?";32720;"F-16 Multirole Fighter";"2009-06-18";"NovaLogic";"NovaLogic;THQ Nordic";6.99;"/placeholder.png"
613;"https://cdn.cloudflare.steamstatic.com/steam/apps/32730/header.jpg?";32730;"F-22 Lightning 3";"2009-06-18";"NovaLogic";"NovaLogic;THQ Nordic";6.99;"/placeholder.png"
614;"https://cdn.cloudflare.steamstatic.com/steam/apps/32740/header.jpg?";32740;"MiG-29 Fulcrum";"2009-06-01";"NovaLogic";"NovaLogic;THQ Nordic";6.99;"/placeholder.png"
615;"https://cdn.cloudflare.steamstatic.com/steam/apps/32750/header.jpg?";32750;"Comanche 4";"2009-06-18";"NovaLogic";"NovaLogic;THQ Nordic";6.99;"/placeholder.png"
616;"https://cdn.cloudflare.steamstatic.com/steam/apps/32760/header.jpg?";32760;"Tachyon: The Fringe";"2009-06-18";"NovaLogic";"NovaLogic;THQ Nordic";6.99;"/placeholder.png"
617;"https://cdn.cloudflare.steamstatic.com/steam/apps/32770/header.jpg?";32770;"Joint Operations: Combined Arms Gold";"2009-09-29";"NovaLogic";"NovaLogic;THQ Nordic";14.99;"/placeholder.png"
618;"https://cdn.cloudflare.steamstatic.com/steam/apps/32900/header.jpg?";32900;"Restaurant Empire II";"2009-05-27";"Enlight Software Limited";"Enlight Software Limited";13.99;"/placeholder.png"
619;"https://cdn.cloudflare.steamstatic.com/steam/apps/33100/header.jpg?";33100;"Alien Shooter";"2009-05-27";"Sigma Team Inc.";"Sigma Team Inc.";3.99;"/placeholder.png"
620;"https://cdn.cloudflare.steamstatic.com/steam/apps/33110/header.jpg?";33110;"Alien Shooter: Revisited";"2009-05-27";"Sigma Team Inc.";"Sigma Team Inc.";3.99;"/placeholder.png"
621;"https://cdn.cloudflare.steamstatic.com/steam/apps/33120/header.jpg?";33120;"Alien Shooter 2: Reloaded";"2009-05-27";"Sigma Team Inc.";"Sigma Team Inc.";3.99;"/placeholder.png"
622;"https://cdn.cloudflare.steamstatic.com/steam/apps/33130/header.jpg?";33130;"Zombie Shooter";"2009-05-27";"Sigma Team Inc.";"Sigma Team Inc.";3.99;"/placeholder.png"
623;"https://cdn.cloudflare.steamstatic.com/steam/apps/33180/header.jpg?";33180;"Zombie Shooter 2";"2009-11-18";"Sigma Team Inc.";"Sigma Team Inc.";7.19;"/placeholder.png"
624;"https://cdn.cloudflare.steamstatic.com/steam/apps/33230/header.jpg?";33230;"Assassin's Creed 2 Deluxe Edition";"2010-03-04";"Ubisoft Montreal";"Ubisoft";8.59;"/placeholder.png"
625;"https://cdn.cloudflare.steamstatic.com/steam/apps/33320/header.jpg?";33320;"Prince of Persia: The Forgotten Sands™";"2010-06-10";"Ubisoft Montreal";"Ubisoft";8.59;"/placeholder.png"
626;"https://cdn.cloudflare.steamstatic.com/steam/apps/33390/header.jpg?";33390;"Zeit²";"2011-01-12";"Brightside Games";"Ubisoft";8.59;"/placeholder.png"
627;"https://cdn.cloudflare.steamstatic.com/steam/apps/33460/header.jpg?";33460;"From Dust";"2011-08-17";"Ubisoft Montpellier";"Ubisoft";8.59;"/placeholder.png"
628;"https://cdn.cloudflare.steamstatic.com/steam/apps/33520/header.jpg?";33520;"Tropico Reloaded";"2009-07-24";"PopTop Software;BreakAway Games;Frog City Software";"Kalypso Media Digital";5.99;"/placeholder.png"
629;"https://cdn.cloudflare.steamstatic.com/steam/apps/33570/header.jpg?";33570;"Patrician III";"2010-11-18";"Ascaron Entertainment ltd.";"Kalypso Media Digital";3.99;"/placeholder.png"
630;"https://cdn.cloudflare.steamstatic.com/steam/apps/33600/header.jpg?";33600;"Broken Sword 2 - the Smoking Mirror: Remastered";"2009-12-02";"Revolution Software Ltd";"Revolution Software Ltd";4.99;"/placeholder.png"
631;"https://cdn.cloudflare.steamstatic.com/steam/apps/33610/header.jpg?";33610;"Broken Sword 3 - the Sleeping Dragon";"2009-12-02";"Revolution Software Ltd";"Revolution Software Ltd";4.99;"/placeholder.png"
632;"https://cdn.cloudflare.steamstatic.com/steam/apps/33620/header.jpg?";33620;"Crash Time 3";"2009-11-25";"Synetic";"Kalypso Media Digital";3.99;"/placeholder.png"
633;"https://cdn.cloudflare.steamstatic.com/steam/apps/33650/header.jpg?";33650;"Puzzler World";"2010-05-28";"Ideas Pad";"Puzzler";4.99;"/placeholder.png"
634;"https://cdn.cloudflare.steamstatic.com/steam/apps/33660/header.jpg?";33660;"Ziro";"2010-05-28";"Kokakiki";"Kalypso Media Digital";4.99;"/placeholder.png"
635;"https://cdn.cloudflare.steamstatic.com/steam/apps/33670/header.jpg?";33670;"Disciples III - Renaissance Steam Special Edition";"2010-07-13";"Akella;.dat";"Kalypso Media Digital";9.99;"/placeholder.png"
636;"https://cdn.cloudflare.steamstatic.com/steam/apps/33680/header.jpg?";33680;"eversion";"2010-06-07";"Zaratustra Productions";"Zaratustra Productions";3.99;"/placeholder.png"
637;"https://cdn.cloudflare.steamstatic.com/steam/apps/33760/header.jpg?";33760;"The Search for Amelia Earhart";"2010-02-22";"Bamtang";"ValuSoft;Retroism";4.99;"/placeholder.png"
638;"https://cdn.cloudflare.steamstatic.com/steam/apps/33770/header.jpg?";33770;"Drakensang: The River of Time";"2011-02-16";"DTP";"Valusoft";14.99;"/placeholder.png"
639;"https://cdn.cloudflare.steamstatic.com/steam/apps/33790/header.jpg?";33790;"Elizabeth Find M.D. - Diagnosis Mystery - Season 2";"2011-06-09";"Gunnar Games, Inc.";"ValuSoft";14.99;"/placeholder.png"
640;"https://cdn.cloudflare.steamstatic.com/steam/apps/33900/header.jpg?";33900;"Arma 2";"2009-06-29";"Bohemia Interactive";"Bohemia Interactive";7.99;"/placeholder.png"
641;"https://cdn.cloudflare.steamstatic.com/steam/apps/33930/header.jpg?";33930;"Arma 2: Operation Arrowhead";"2010-06-29";"Bohemia Interactive";"Bohemia Interactive";11.99;"/placeholder.png"
642;"https://cdn.cloudflare.steamstatic.com/steam/apps/33950/header.jpg?";33950;"Fish Fillets 2";"2010-11-05";"Altar Games";"Bohemia Interactive";3.99;"/placeholder.png"
643;"https://cdn.cloudflare.steamstatic.com/steam/apps/33980/header.jpg?";33980;"Pound of Ground";"2010-11-05";"Centauri Production";"Bohemia Interactive";8.99;"/placeholder.png"
644;"https://cdn.cloudflare.steamstatic.com/steam/apps/33990/header.jpg?";33990;"Alternativa";"2010-11-05";"Centauri Production";"Bohemia Interactive";9.99;"/placeholder.png"
645;"https://cdn.cloudflare.steamstatic.com/steam/apps/34010/header.jpg?";34010;"Alpha Protocol™";"2010-05-27";"Obsidian Entertainment";"SEGA";9.99;"/placeholder.png"
646;"https://cdn.cloudflare.steamstatic.com/steam/apps/34030/header.jpg?";34030;"Total War: NAPOLEON – Definitive Edition";"2010-02-25";"CREATIVE ASSEMBLY;Feral Interactive (Mac)";"SEGA;Feral Interactive (Mac)";0.0;"/placeholder.png"
647;"https://cdn.cloudflare.steamstatic.com/steam/apps/34190/header.jpg?";34190;"Sonic & SEGA All-Stars Racing";"2010-03-03";"Sumo Digital";"SEGA";4.99;"/placeholder.png"
648;"https://cdn.cloudflare.steamstatic.com/steam/apps/34410/header.jpg?";34410;"Death to Spies: Moment of Truth";"2009-08-07";"Haggard Games";"1C Entertainment";4.99;"/placeholder.png"
649;"https://cdn.cloudflare.steamstatic.com/steam/apps/34420/header.jpg?";34420;"XIII Century – Gold Edition";"2009-08-28";"Unicorn Games Studio";"1C Entertainment";3.99;"/placeholder.png"
650;"https://cdn.cloudflare.steamstatic.com/steam/apps/34500/header.jpg?";34500;"Light of Altair";"2009-06-04";"SaintXi";"SaintXi";11.99;"/placeholder.png"
651;"https://cdn.cloudflare.steamstatic.com/steam/apps/34600/header.jpg?";34600;"Order of War™";"2009-09-17";"Wargaming.net";"Square Enix";5.99;"/placeholder.png"
652;"https://cdn.cloudflare.steamstatic.com/steam/apps/34630/header.jpg?";34630;"Massive Assault";"2009-11-04";"Wargaming.net";"Matrix Games/GMX Media";6.99;"/placeholder.png"
653;"https://cdn.cloudflare.steamstatic.com/steam/apps/34640/header.jpg?";34640;"Massive Assault: Phantom Renaissance";"2009-11-04";"Wargaming.net";"Wargaming.net";6.99;"/placeholder.png"
654;"https://cdn.cloudflare.steamstatic.com/steam/apps/34800/header.jpg?";34800;"Chronicles of Mystery: The Scorpio Ritual";"2009-06-18";"City Interactive S.A.";"City Interactive S.A.";3.99;"/placeholder.png"
655;"https://cdn.cloudflare.steamstatic.com/steam/apps/34810/header.jpg?";34810;"Project Freedom";"2009-10-14";"City Interactive";"CI Games";2.99;"/placeholder.png"
656;"https://cdn.cloudflare.steamstatic.com/steam/apps/34820/header.jpg?";34820;"Combat Wings: Battle of Britain";"2009-10-14";"City Interactive";"CI Games";4.99;"/placeholder.png"
657;"https://cdn.cloudflare.steamstatic.com/steam/apps/34830/header.jpg?";34830;"Sniper: Ghost Warrior";"2010-06-24";"City Interactive";"CI Games";5.99;"/placeholder.png"
658;"https://cdn.cloudflare.steamstatic.com/steam/apps/34870/header.jpg?";34870;"Sniper: Ghost Warrior 2";"2013-03-11";"City Interactive";"CI Games";6.99;"/placeholder.png"
659;"https://cdn.cloudflare.steamstatic.com/steam/apps/34900/header.jpg?";34900;"Bad Rats: the Rats' Revenge";"2009-07-20";"Invent4 Entertainment";"Strategy First";0.79;"/placeholder.png"
660;"https://cdn.cloudflare.steamstatic.com/steam/apps/34920/header.jpg?";34920;"Razor2: Hidden Skies";"2010-07-19";"Invent4 Entertainment";"Strategy First";6.99;"/placeholder.png"
661;"https://cdn.cloudflare.steamstatic.com/steam/apps/35000/header.jpg?";35000;"Mini Ninjas";"2009-09-14";"IO Interactive";"Square Enix";7.99;"/placeholder.png"
662;"https://cdn.cloudflare.steamstatic.com/steam/apps/35070/header.jpg?";35070;"Flora's Fruit Farm";"2009-10-01";"Honeyslug";"Square Enix";2.99;"/placeholder.png"
663;"https://cdn.cloudflare.steamstatic.com/steam/apps/35130/header.jpg?";35130;"Lara Croft and the Guardian of Light";"2010-09-28";"Crystal Dynamics";"Square Enix";7.99;"/placeholder.png"
664;"https://cdn.cloudflare.steamstatic.com/steam/apps/35140/header.jpg?";35140;"Batman: Arkham Asylum Game of the Year Edition";"2010-03-26";"Rocksteady Studios;Feral Interactive (Mac)";"Warner Bros. Interactive Entertainment;Feral Interactive (Mac)";14.99;"/placeholder.png"
665;"https://cdn.cloudflare.steamstatic.com/steam/apps/35300/header.jpg?";35300;"Warfare";"2009-07-20";"GFI Russia";"Game Factory Interactive";9.99;"/placeholder.png"
666;"https://cdn.cloudflare.steamstatic.com/steam/apps/35310/header.jpg?";35310;"Clutch";"2009-07-20";"Targem Games";"Game Factory Interactive";6.99;"/placeholder.png"
667;"https://cdn.cloudflare.steamstatic.com/steam/apps/35320/header.jpg?";35320;"Insane 2";"2012-01-24";"Targem Games";"Game Factory Interactive";10.99;"/placeholder.png"
668;"https://cdn.cloudflare.steamstatic.com/steam/apps/35450/header.jpg?";35450;"Red Orchestra 2: Heroes of Stalingrad with Rising Storm";"2011-09-13";"Tripwire Interactive";"Tripwire Interactive";14.99;"/placeholder.png"
669;"https://cdn.cloudflare.steamstatic.com/steam/apps/35460/header.jpg?";35460;"The Ball";"2010-10-26";"Teotl Studios";"Tripwire Interactive";6.99;"/placeholder.png"
670;"https://cdn.cloudflare.steamstatic.com/steam/apps/35480/header.jpg?";35480;"Dwarfs!?";"2011-05-04";"Power of 2";"Tripwire Interactive";7.99;"/placeholder.png"
671;"https://cdn.cloudflare.steamstatic.com/steam/apps/35600/header.jpg?";35600;"Big Brain Wolf";"2009-11-05";"Frima";"Frima";3.99;"/placeholder.png"
