"id";"game_image";"appid";"game_name";"release_date";"developer";"publisher";"genre";"price"
1106;"";102600;"Orcs Must Die!";"2011-10-11";"Robot Entertainment";"Robot Entertainment";"[1, 3]";7.99
1107;"";102810;"Gatling Gears";"2011-08-30";"Vanguard Games";"Vanguard Games";"[1, 2]";7.99
1108;"";102840;"Shank 2";"2012-02-07";"Klei Entertainment";"Klei Entertainment";"[1, 2]";7.19
1109;"";102850;"Warp";"2012-03-21";"Trapdoor Inc.";"Electronic Arts";"[1, 2]";7.99
1110;"";104000;"iBomber Defense";"2011-05-26";"Cobra Mobile";"Cobra Mobile";"[2, 3]";2.99
1111;"";104020;"Storm in a Teacup";"2012-01-19";"Cobra Mobile";"Cobra Mobile";"[6, 2]";2.99
1112;"";104100;"Inside a Star-filled Sky";"2011-05-14";"Jason Rohrer";"Jason Rohrer";"[1, 2]";4.99
1113;"";104200;"BEEP";"2011-05-06";"Big Fat Alien";"Big Fat Alien";"[9, 2]";1.59
1114;"";104900;"ORION: Prelude";"2013-04-16";"Spiral Game Studios";"DANKIE";"[1, 4]";0.79
1115;"";105000;"A New Beginning - Final Cut";"2012-12-11";"Daedalic Entertainment";"Daedalic Entertainment";"[9, 2]";7.99
1116;"";105100;"Lume";"2011-05-09";"State of Play Games";"State of Play Games";"[9, 2]";4.79
1117;"";105300;"Critical Mass";"2011-06-20";"Manic Game Studios";"Manic Game Studios";"[6, 2]";1.59
1118;"";105420;"Ms. Splosion Man";"2013-04-03";"Twisted Pixel Games";"Microsoft Studios";"[1, 2]";6.99
1119;"";105450;"Age of Empires® III: Complete Collection";"2012-01-05";"Ensemble Studios";"Microsoft Studios";"[7, 3]";29.99
1120;"";105600;"Terraria";"2011-05-16";"Re-Logic";"Re-Logic";"[1, 4]";6.99
1121;"";105700;"Tobe's Vertical Adventure";"2011-07-18";"Secret Base";"Secret Base";"[1, 2]";0.79
1122;"";105800;"PixelJunk™ Eden";"2012-02-02";"Q-Games Ltd.";"Q-Games Ltd.";"[1, 2]";6.99
1123;"";107100;"Bastion";"2011-08-16";"Supergiant Games";"Supergiant Games";"[1, 4]";11.39
1124;"";107200;"Space Pirates and Zombies";"2011-08-15";"MinMax Games Ltd.";"MinMax Games Ltd.";"[1, 3]";6.99
1125;"";107300;"Breath of Death VII";"2011-07-13";"Zeboyd Games";"Zeboyd Games";"[4, 2]";0.0
1126;"";107310;"Cthulhu Saves the World";"2011-07-13";"Zeboyd Games";"Zeboyd Games";"[2, 4]";0.0
1127;"";107410;"Arma 3";"2013-09-12";"Bohemia Interactive";"Bohemia Interactive";"[1, 3]";29.99
1128;"";107600;"Waves";"2011-11-16";"Squid In A Box Ltd";"Squid In A Box Ltd";"[1, 2]";3.99
1129;"";108110;"Starpoint Gemini";"2012-02-16";"Little Green Men Games";"Iceberg Interactive";"[4, 7]";10.59
1130;"";108200;"Ticket to Ride";"2012-05-24";"Days of Wonder";"Days of Wonder;Asmodee Digital";"[6, 3]";6.99
1131;"";108210;"Memoir '44 Online";"2011-10-12";"Days of Wonder";"Days of Wonder;Asmodee Digital";"[6, 3]";0.0
1132;"";108500;"Vessel";"2012-03-01";"Strange Loop Games";"IndiePub";"[1, 3]";14.99
1133;"";108600;"Project Zomboid";"2013-11-08";"The Indie Stone";"The Indie Stone";"[2, 23]";9.99
1134;"";108700;"Death Rally";"2012-08-03";"Remedy Entertainment;Mountain Sheep;Cornfox & Brothers";"Remedy Entertainment";"[1, 8]";6.99
1135;"";108710;"Alan Wake";"2012-02-16";"Remedy Entertainment";"Remedy Entertainment";"[1, 9]";11.39
1136;"";108800;"Crysis 2 - Maximum Edition";"2011-03-22";"Crytek Studios";"Electronic Arts";"[1]";19.99
1137;"";109200;"Legend of Fae";"2011-07-26";"Endlessfluff Games";"Endlessfluff Games";"[6, 2]";6.99
1138;"";109500;"Fowl Space";"2012-03-21";"Pixelante Game Studios";"Pixelante Game Studios";"[1, 2]";3.99
1139;"";109600;"Neverwinter";"2013-12-05";"Cryptic Studios";"Perfect World Entertainment";"[9, 4]";0.0
1140;"";109700;"Achron";"2011-08-29";"Hazardous Software Inc.";"Hazardous Software Inc.";"[2, 3]";14.99
1141;"";110400;"inMomentum";"2011-10-31";"Digital Arrow";"White Rabbit Interactive";"[2, 8]";6.99
1142;"";110500;"Data Jammers: FastForward";"2011-10-24";"Digital Eel";"Digital Eel";"[1, 2]";0.0
1143;"";110600;"Astro Tripper";"2011-09-15";"PomPom";"Pom Pom Games";"[1, 2]";3.99
1144;"";110610;"Alien Zombie Megadeath";"2011-10-18";"PomPom";"Pom Pom Games";"[1, 2]";3.99
1145;"";110630;"Mutant Storm: Reloaded";"2012-03-21";"PomPom Games";"PomPom Games";"[1, 2]";3.99
1146;"";110800;"L.A. Noire";"2011-11-08";"Team Bondi;Rockstar Leeds";"Rockstar Games";"[9, 3]";19.99
1147;"";111000;"The Clockwork Man";"2011-08-10";"Total Eclipse";"Total Eclipse";"[2, 6]";4.99
1148;"";111010;"The Clockwork Man: The Hidden World";"2011-09-23";"Total Eclipse P.C.";"Total Eclipse P.C.";"[9, 2]";6.99
1149;"";111100;"Snuggle Truck";"2012-02-03";"Owlchemy Labs";"Owlchemy Labs";"[6, 8]";3.99
1150;"";111400;"Bunch of Heroes";"2011-09-21";"NGD Studios";"NGD Studios";"[1, 2]";3.99
1151;"";111600;"Serious Sam Double D XXL";"2011-08-30";"Mommy's Best Games";"Devolver Digital;Croteam";"[1, 2]";6.99
1152;"";112100;"Avadon: The Black Fortress";"2011-08-17";"Spiderweb Software";"Spiderweb Software";"[4, 2]";6.99
1153;"";113020;"Monaco: What's Yours Is Mine";"2013-04-24";"Pocketwatch Games";"Pocketwatch Games";"[1, 3]";10.99
1154;"";113200;"The Binding of Isaac";"2011-09-28";"Edmund McMillen and Florian Himsl";"Edmund McMillen";"[1, 4]";3.99
1155;"";113400;"APB Reloaded";"2011-12-06";"Little Orbit";"Little Orbit";"[1, 15]";0.0
1156;"";113420;"Fallen Earth Free2Play";"2012-02-22";"Little Orbit";"Little Orbit";"[12, 4]";0.0
1157;"";115100;"Costume Quest";"2011-10-14";"Double Fine Productions";"Double Fine Productions";"[9, 4]";6.99
1158;"";115110;"Stacking";"2012-03-06";"Double Fine Productions";"Double Fine Productions";"[9, 2]";6.99
1159;"";115120;"Iron Brigade";"2012-08-13";"Double Fine Productions";"Double Fine Productions";"[1, 3]";10.99
1160;"";115200;"Cossacks II: Napoleonic Wars";"2011-08-26";"GSC Game World";"GSC World Publishing";"[3]";3.99
1161;"";115210;"American Conquest";"2011-08-26";"GSC Game World";"GSC World Publishing";"[3]";3.99
1162;"";115220;"American Conquest: Fight Back";"2011-08-26";"GSC Game World";"GSC World Publishing";"[3]";3.99
1163;"";115320;"Prototype 2";"2012-07-26";"Radical Entertainment";"Activision";"[1, 9]";19.99
1164;"";115800;"Owlboy";"2016-11-01";"D-Pad Studio";"D-Pad Studio";"[1, 2]";18.99
1165;"";116100;"Super Toy Cars";"2014-06-06";"Eclipse Games";"Eclipse Games";"[2, 8]";6.99
1166;"";200010;"Quantum Conundrum";"2012-06-21";"Airtight Games";"Square Enix";"[6, 3]";6.99
1167;"";200020;"Global Ops: Commando Libya";"2011-10-26";"Spectral Games";"Immanitas Entertainment GmbH";"[1]";3.99
1168;"";200080;"Nancy Drew®: Shadow at the Water's Edge";"2011-09-15";"HeR Interactive";"HeR Interactive";"[9]";5.19
1169;"";200130;"Puzzler World 2";"2011-10-24";"Ideas Pad";"Puzzler";"[6, 3]";4.99
1170;"";200150;"Battle Chess: Game of Kings™";"2015-12-11";"Olde Sküül;Sculptured Software";"Interplay Entertainment Corp.";"[6, 3]";22.99
1171;"";200170;"Worms Revolution";"2012-10-10";"Team17 Digital Ltd";"Team17 Digital Ltd";"[3]";10.99
1172;"";200190;"Sideway™ New York";"2011-11-15";"Playbrains;Fuel Entertainment";"Playbrains";"[9, 2]";6.99
1173;"";200210;"Realm of the Mad God";"2012-02-20";"Wild Shadow Studios;Deca Games";"Deca Games";"[1, 4]";0.0
1174;"";200230;"Off-Road Drive";"2011-09-29";"1C-Avalon";"1C Entertainment";"[8, 7]";3.99
1175;"";200260;"Batman: Arkham City - Game of the Year Edition";"2012-09-07";"Rocksteady Studios;Feral Interactive (Mac)";"Warner Bros. Interactive Entertainment;Feral Interactive (Mac)";"[1, 9]";14.99
1176;"";200370;"A Game of Dwarves";"2012-10-23";"Zeal Game Studio";"Paradox Interactive";"[3, 6]";7.99
1177;"";200390;"Oil Rush";"2012-01-25";"Unigine Corp.";"Unigine Corp.";"[2, 3]";5.59
1178;"";200410;"SOL: Exodus";"2012-01-25";"Bit Planet Games, LLC";"Bit Planet Games, LLC";"[1, 7]";5.59
1179;"";200490;"Memento Mori";"2012-11-09";"Bohemia Interactive";"Bohemia Interactive";"[9]";9.99
1180;"";200510;"XCOM: Enemy Unknown";"2012-10-11";"Firaxis Games;Feral Interactive (Mac);Feral Interactive (Linux)";"2K;Feral Interactive (Mac);Feral Interactive (Linux)";"[3]";14.99
1181;"";200550;"Dungeons - The Dark Lord";"2011-09-27";"Realmforge Studios";"Kalypso Media Digital";"[4, 3]";14.99
1182;"";200670;"Disciples III - Resurrection";"2011-10-11";"Akella;.dat";"Kalypso Media Digital";"[3]";9.99
1183;"";200710;"Torchlight II";"2012-09-20";"Runic Games";"Runic Games";"[1, 4]";14.99
1184;"";200900;"Cave Story+";"2011-11-22";"Nicalis, Inc.;Studio Pixel";"Nicalis, Inc.";"[1, 2]";10.99
1185;"";200960;"Geneforge 1";"2001-12-01";"Spiderweb Software";"Spiderweb Software";"[3, 2]";0.0
1186;"";200980;"Geneforge 2";"2003-07-01";"Spiderweb Software";"Spiderweb Software";"[3, 2]";0.0
1187;"";200990;"Geneforge 3";"2005-04-01";"Spiderweb Software";"Spiderweb Software";"[3, 2]";0.0
1188;"";201000;"Geneforge 4: Rebellion";"2006-11-01";"Spiderweb Software";"Spiderweb Software";"[3, 2]";0.0
1189;"";201010;"Geneforge 5: Overthrow";"2008-11-01";"Spiderweb Software";"Spiderweb Software";"[3, 2]";0.0
1190;"";201070;"Revelations 2012";"2012-04-23";"Dark Artz Entertainment";"Dark Artz Entertainment";"[1, 3]";0.0
1191;"";201210;"Pox Nora";"2014-10-15";"Desert Owl Games LLC";"Desert Owl Games LLC";"[12, 3]";0.0
1192;"";201230;"EverQuest II";"2011-12-07";"Daybreak Game Company";"Daybreak Game Company";"[12, 4]";0.0
1193;"";201290;"Sins of a Solar Empire: Trinity®";"2011-11-16";"Ironclad Games;Stardock Entertainment";"Stardock Entertainment";"[3]";15.49
1194;"";201420;"Toki Tori 2+";"2013-07-11";"Two Tribes";"Two Tribes";"[9, 2]";10.99
1195;"";201480;"Serious Sam: The Random Encounter";"2011-10-24";"Vlambeer;Croteam";"Devolver Digital";"[1, 4]";3.99
1196;"";201490;"Airline Tycoon 2";"2011-10-24";"b-Alive";"Kalypso Media Digital";"[7, 3]";6.99
1197;"";201510;"Flatout 3: Chaos & Destruction";"2011-12-13";"Team 6 Studios";"Strategy First";"[8]";6.99
1198;"";201570;"Really Big Sky";"2012-02-24";"Boss Baddie";"Ripstone";"[1, 2]";3.99
1199;"";201790;"Orcs Must Die! 2";"2012-07-30";"Robot Entertainment";"Robot Entertainment";"[1, 3]";11.99
1200;"";201810;"Wolfenstein: The New Order";"2014-05-19";"Machine Games";"Bethesda-Soft";"[1]";14.99
1201;"";201870;"Assassin's Creed® Revelations";"2011-11-30";"Ubisoft Montreal";"Ubisoft";"[1, 9]";12.49
1202;"";202130;"Impire";"2013-02-14";"Cyanide Montreal";"Paradox Interactive";"[3]";14.99
1203;"";202200;"Galactic Civilizations® II: Ultimate Edition";"2011-12-02";"Stardock Entertainment";"Stardock Entertainment";"[2, 3]";14.99
1204;"";202310;"Ridge Racer™ Unbounded";"2012-03-29";"BUGBEAR";"BANDAI NAMCO Entertainment";"[8]";7.99
1205;"";202370;"Scary Girl";"2012-04-09";"TikGames";"Square Enix";"[1]";4.99
1206;"";202410;"Scoregasm";"2012-02-08";"RC Knight";"Charlie's Games";"[1, 2]";3.99
1207;"";202670;"Nancy Drew®: Alibi in Ashes";"2011-11-02";"HeR Interactive";"HeR Interactive";"[9]";5.19
1208;"";202690;"Hegemony Gold: Wars of Ancient Greece";"2012-03-30";"Longbow Games";"Longbow Games";"[2, 3]";10.99
1209;"";202710;"Demigod";"2011-12-14";"Gas Powered Games";"Stardock Entertainment";"[11, 3]";7.19
1210;"";202730;"Dynamite Jack";"2012-05-10";"Hassey Enterprises, Inc.";"Hassey Enterprises, Inc.";"[1, 2]";7.19
1211;"";202750;"Alan Wake's American Nightmare";"2012-05-22";"Remedy Entertainment";"Remedy Entertainment";"[1, 9]";6.19
1212;"";202860;"Real Warfare 2: Northern Crusades";"2011-11-18";"Unicorn Games Studio";"1C Entertainment";"[3]";3.99
1213;"";202970;"Call of Duty®: Black Ops II";"2012-11-12";"Treyarch";"Activision";"[1]";39.99
1214;"";203140;"Hitman: Absolution™";"2012-11-19";"Io-Interactive A/S;Feral Interactive (Mac)";"Io-Interactive A/S;Feral Interactive (Mac)";"[1]";14.99
1215;"";203160;"Tomb Raider";"2013-03-04";"Crystal Dynamics;Eidos-Montréal;Feral Interactive (Mac);Feral Interactive (Linux)";"Square Enix;Feral Interactive (Mac);Feral Interactive (Linux)";"[1, 9]";14.99
1216;"";203210;"Titan Attacks!";"2012-02-03";"Puppygames";"Puppygames";"[1, 2]";7.19
1217;"";203290;"America's Army: Proving Grounds";"2013-08-01";"U.S. Army";"U.S. Army";"[1, 12]";0.0
1218;"";203350;"King's Bounty: Warriors of the North";"2012-10-25";"1C-SoftClub";"1C Entertainment";"[4, 3]";6.99
1219;"";203510;"Fortune Summoners";"2012-01-30";"Lizsoft";"Carpe Fulgur LLC";"[1, 4]";12.99
1220;"";203560;"Containment: The Zombie Puzzler";"2012-03-02";"Bootsnake Games";"Bootsnake Games";"[6, 2]";3.99
1221;"";203630;"Warlock - Master of the Arcane";"2012-05-08";"Ino-Co Plus";"Paradox Interactive";"[3]";18.99
1222;"";203650;"Sonic the Hedgehog 4 - Episode II";"2012-05-14";"SEGA";"SEGA";"[9]";5.99
1223;"";203680;"F1 RACE STARS™";"2012-11-15";"Codemasters Birmingham";"Codemasters";"[8]";10.99
1224;"";203750;"Binary Domain";"2012-04-26";"Devil's Details";"SEGA";"[1]";9.99
1225;"";203770;"Crusader Kings II";"2012-02-14";"Paradox Development Studio";"Paradox Interactive";"[4, 3]";29.99
1226;"";203830;"The Dark Eye: Chains of Satinav";"2012-06-22";"Daedalic Entertainment";"Daedalic Entertainment";"[9, 2]";26.99
1227;"";203990;"SATAZIUS";"2011-12-16";"ASTRO PORT";"Nyu Media";"[1, 2]";4.79
1228;"";204030;"Fable - The Lost Chapters";"2011-12-19";"Lionhead Studios";"Microsoft Studios";"[1, 4]";6.99
1229;"";204060;"Superbrothers: Sword & Sworcery EP";"2012-04-16";"Capybara;Superbrothers;Jim Guthrie";"Capybara Games";"[9, 2]";4.99
1230;"";204100;"Max Payne 3";"2012-05-31";"Rockstar Studios";"Rockstar Games";"[1]";14.99
1231;"";204120;"LEGO® Harry Potter: Years 5-7";"2012-01-05";"Traveller's Tales";"Warner Bros. Interactive Entertainment";"[9]";14.99
1232;"";204180;"Waveform";"2012-03-20";"Eden Industries";"Eden Industries";"[9, 3]";0.79
1233;"";204220;"Snapshot";"2012-08-30";"Retro Affect";"Retro Affect";"[9, 2]";6.99
1234;"";204240;"The Bridge";"2013-02-22";"Ty Taylor and Mario Castañeda;The Quantum Astrophysicists Guild";"The Quantum Astrophysicists Guild";"[6, 3]";6.99
1235;"";204300;"Awesomenauts - the 2D moba";"2012-08-01";"Ronimo Games";"Ronimo Games";"[1, 3]";0.0
1236;"";204340;"Serious Sam 2";"2012-01-31";"Croteam";"Devolver Digital";"[1, 2]";6.99
1237;"";204360;"Castle Crashers®";"2012-09-26";"The Behemoth";"The Behemoth";"[1, 4]";9.99
1238;"";204390;"Pineapple Smash Crew ";"2012-02-02";"RichMakeGame";"RichMakeGame";"[1, 2]";6.99
1239;"";204440;"Pickers";"2012-02-22";"MumboJumbo";"MumboJumbo";"[9, 6]";6.99
1240;"";204530;"Infested Planet";"2014-03-06";"Rocket Bear Games";"Rocket Bear Games";"[1, 3]";11.39
1241;"";204560;"Confrontation";"2012-04-04";"Cyanide Studio";"Focus Home Interactive";"[1, 3]";6.99
1242;"";204580;"Rotastic";"2012-10-11";"Dancing Dots";"Focus Home Interactive";"[1, 6]";7.99
1243;"";204630;"Retro City Rampage™ DX";"2014-11-11";"Vblank Entertainment, Inc.";"Vblank Entertainment, Inc.";"[1, 8]";10.99
1244;"";204760;"Deep Black: Reloaded";"2012-04-18";"Biart";"Strategy First";"[1]";22.99
1245;"";204860;"Men of War: Condemned Heroes";"2012-04-12";"1C-SoftClub";"1C Entertainment";"[1, 3]";5.59
1246;"";204880;"Sins of a Solar Empire: Rebellion®";"2012-06-12";"Ironclad Games;Stardock Entertainment";"Stardock Entertainment";"[2, 3]";30.99
1247;"";204940;"Crusader Kings Complete";"2012-02-14";"Paradox Development Studio";"Paradox Interactive";"[3]";7.99
1248;"";204960;"Magical Drop V";"2012-11-15";"Golgoth Studio";"UTV Ignition Entertainment";"[6, 2]";0.79
1249;"";205020;"Lumino City";"2014-12-02";"State of Play Games";"State of Play Games ";"[9, 2]";8.99
1250;"";205060;"BIT.TRIP CORE";"2012-10-02";"Gaijin Games";"Gaijin Games";"[1, 2]";6.99
1251;"";205070;"BIT.TRIP VOID";"2012-12-19";"Gaijin Games";"Gaijin Games";"[1, 2]";6.99
1252;"";205080;"BIT.TRIP FATE";"2013-07-11";"Gaijin Games";"Gaijin Games";"[1, 2]";6.99
1253;"";205090;"BIT.TRIP FLUX";"2014-06-05";"Gaijin Games";"Gaijin Games";"[1, 2]";6.99
1254;"";205100;"Dishonored";"2012-10-11";"Arkane Studios";"Bethesda Softworks";"[1, 9]";7.99
1255;"";205190;"Rocksmith™";"2012-10-18";"Ubisoft - San Francisco";"Ubisoft";"[6, 7]";25.99
1256;"";205230;"Hell Yeah! Wrath of the Dead Rabbit";"2012-10-03";"Arkedo";"SEGA";"[1]";9.99
1257;"";205270;"3DMark 11";"2012-10-02";"UL";"UL";"[16]";14.99
1258;"";205530;"Gratuitous Tank Battles";"2012-05-17";"Positech Games";"Positech Games";"[2, 3]";6.99
1259;"";205550;"Foreign Legion: Multi Massacre";"2012-07-09";"Sakari Indie & GriN";"Sakari Games";"[1, 6]";4.79
1260;"";205610;"Port Royale 3";"2012-05-04";"Gaming Minds Studios";"Kalypso Media Digital";"[1, 3]";9.99
1261;"";205650;"The Testament of Sherlock Holmes";"2012-09-20";"Frogwares";"Frogwares";"[9]";14.99
1262;"";205690;"1000 Amps";"2012-02-22";"Brandon Brizzi";"Brandon Brizzi";"[9, 2]";3.99
1263;"";205710;"EverQuest";"2012-12-13";"Daybreak Game Company";"Daybreak Game Company";"[12, 4]";0.0
1264;"";205730;"Insanely Twisted Shadow Planet";"2012-04-17";"Shadow Planet Productions";"Microsoft Studios";"[1, 2]";11.99
1265;"";205810;"Jagged Alliance: Crossfire";"2012-08-24";"Coreplay GmbH";"THQ Nordic";"[4, 3]";9.99
1266;"";205830;"Luxor Evolved";"2012-03-01";"MumboJumbo";"MumboJumbo";"[1, 6]";6.99
1267;"";205840;"Yesterday";"2012-03-22";"Pendulo Studios";"Focus Home Interactive";"[9]";6.99
1268;"";205870;"Auditorium";"2012-02-28";"Cipher Prime Studios";"Cipher Prime Studios";"[2, 6]";4.99
1269;"";205910;"Tiny and Big: Grandpa's Leftovers";"2012-06-19";"Black Pants Studio";"Black Pants Studio";"[2]";6.99
1270;"";205950;"Jet Set Radio";"2012-09-19";"Blit Software";"SEGA";"[1]";5.59
1271;"";205990;"Warlock 2: The Exiled";"2014-04-10";"Ino-Co Plus";"Paradox Interactive";"[3]";14.99
1272;"";206020;"Avernum 4";"2012-05-11";"Spiderweb Software";"Spiderweb Software";"[4, 2]";0.0
1273;"";206040;"Avernum 5";"2012-05-11";"Spiderweb Software";"Spiderweb Software";"[4, 2]";3.99
1274;"";206060;"Avernum 6";"2012-05-11";"Spiderweb Software";"Spiderweb Software";"[4, 2]";3.99
1275;"";206190;"Gunpoint";"2013-06-03";"Suspicious Developments";"Suspicious Developments";"[1, 3]";6.0
1276;"";206210;"Gotham City Impostors Free to Play";"2012-08-30";"Monolith Productions, Inc.";"Warner Bros. Interactive Entertainment";"[1, 12]";0.0
1277;"";206230;"Clan of Champions";"2012-10-30";"ACQUIRE Corp.";"NIS America, Inc.";"[1]";1.59
1278;"";206250;"Cladun X2 / クラシックダンジョンX2";"2012-08-14";"System Prisma";"NIS America, Inc.";"[1, 4]";6.99
1279;"";206370;"Tales From Space: Mutant Blobs Attack";"2012-08-15";"DrinkBox Studios";"DrinkBox Studios";"[1, 2]";7.19
1280;"";206410;"Crazy Machines Elements";"2012-02-10";"Fakt Software";"Viva Media";"[6, 3]";6.99
1281;"";206420;"Saints Row IV";"2013-08-22";"Deep Silver Volition";"Deep Silver";"[1, 9]";10.99
1282;"";206440;"To the Moon";"2012-09-07";"Freebird Games";"Freebird Games";"[9, 4]";6.99
1283;"";206480;"Dungeons & Dragons Online®";"2012-06-25";"Standing Stone Games, LLC";"Standing Stone Games, LLC";"[1, 4]";0.0
1284;"";206500;"AirMech Strike";"2018-03-30";"Carbon Games";"Carbon Games";"[1, 3]";0.0
1285;"";206610;"3SwitcheD";"2012-03-29";"Reality Pump";"Topware Interactive";"[6, 2]";6.99
1286;"";206690;"iBomber Defense Pacific";"2012-03-01";"Cobra Mobile";"Cobra Mobile";"[6, 3]";2.99
1287;"";207000;"Alien Spidy";"2013-03-20";"Enigma SP";"Kalypso Media Digital";"[1, 2]";7.99
1288;"";207020;"Bang Bang Racing";"2012-06-08";"Digital Reality Software & Playbox";"HandyGames";"[8]";7.99
1289;"";207080;"Indie Game: The Movie";"2012-06-12";"BlinkWorks Media";"BlinkWorks Media";"[2]";6.99
1290;"";207140;"SpeedRunners";"2016-04-19";"DoubleDutch Games";"tinyBuild";"[1, 13]";10.99
1291;"";207170;"Legend of Grimrock";"2012-04-11";"Almost Human Games";"Almost Human Games";"[9, 4]";10.99
1292;"";207190;"Fireburst";"2012-04-25";"exDream";"Strategy First";"[1, 8]";6.99
1293;"";207230;"ArcheBlade™";"2014-04-25";"CodeBrush Games";"Codebrush Games";"[1, 2]";0.0
1294;"";207250;"Cubemen";"2012-03-16";"3 Sprockets";"3 Sprockets ";"[2, 3]";2.79
1295;"";207320;"Ys: The Oath in Felghana";"2012-03-19";"Nihon Falcom";"XSEED Games";"[1, 4]";9.99
1296;"";207350;"Ys Origin";"2012-05-31";"Nihon Falcom";"XSEED Games";"[1, 4]";12.99
1297;"";207370;"eXceed - Gun Bullet Children";"2012-08-02";"Flat Software";"Nyu Media";"[1, 2]";1.99
1298;"";207380;"eXceed 2nd - Vampire REX";"2012-08-02";"Tennen-sozai";"Nyu Media";"[1]";4.79
1299;"";207400;"eXceed 3rd - Jade Penetrate Black Package";"2012-08-02";"Tennen-sozai";"Nyu Media";"[1]";4.79
1300;"";207420;"Wizorb";"2012-03-14";"Tribute Games Inc.";"Tribute Games Inc.";"[1, 2]";1.99
1301;"";207430;"Hack, Slash, Loot";"2012-04-05";"David Williamson";"David Williamson";"[6, 4]";4.99
1302;"";207490;"Rayman® Origins";"2012-03-29";"UBIart Montpellier;Feral Interactive (Mac)";"Ubisoft;Feral Interactive (Mac)";"[1, 9]";8.59
1303;"";207530;"Noitu Love 2: Devolution";"2012-04-23";"Joakim Sandberg";"Joakim Sandberg";"[1, 2]";3.99
1304;"";207570;"English Country Tune";"2012-08-09";"increpare games";"increpare games";"[2, 6]";3.99
1305;"";207650;"A Virus Named TOM";"2012-08-01";"Misfits Attic";"Misfits Attic";"[1, 3]";6.99
1306;"";207670;"AVSEQ";"2012-08-23";"Big Robot Ltd";"Big Robot Ltd";"[2, 6]";1.59
1307;"";207690;"Botanicula";"2012-05-07";"Amanita Design";"Amanita Design";"[9, 2]";7.99
1308;"";207710;"Bumbledore";"2012-03-15";"Nimbly Games";"Nimbly Games";"[6, 3]";3.99
1309;"";207730;"Arena Wars 2";"2012-10-12";"ExDream GmbH";"Just a Game";"[1, 3]";2.79
1310;"";207750;"Symphony";"2012-08-06";"Empty Clip Studios";"Empty Clip Studios";"[1, 2]";6.19
1311;"";207790;"Jane's Advanced Strike Fighters";"2012-03-08";"Trickstar Games";"Deep Silver";"[7]";7.99
1312;"";207930;"Sacred Citadel";"2013-04-16";"Southend";"Deep Silver";"[1]";7.99
1313;"";208110;"Myst V: End of Ages";"2012-03-16";"Cyan Worlds";"Cyan Worlds";"[9, 6]";6.99
1314;"";208140;"Endless Space® - Collection";"2012-07-04";"AMPLITUDE Studios";"SEGA";"[3]";0.0
1315;"";208200;"Doom 3: BFG Edition";"2012-10-18";"id Software";"Bethesda Softworks";"[1]";14.99
1316;"";208400;"Avernum: Escape From the Pit";"2012-04-11";"Spiderweb Software";"Spiderweb Software";"[3, 2]";6.99
1317;"";208460;"Tryst";"2012-09-14";"BlueGiant Interactive";"BlueGiant Interactive";"[1, 3]";11.99
1318;"";208500;"F1 2012™";"2012-09-19";"Codemasters Birmingham";"Codemasters";"[8, 13]";14.99
1319;"";208520;"Omerta - City of Gangsters";"2013-01-31";"Haemimont Games";"Kalypso Media Digital";"[7, 3]";10.99
1320;"";208580;"STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™";"2012-08-23";"Obsidian Entertainment;Aspyr (Mac, Linux, & Windows Update)";"LucasArts;Disney Interactive;Lucasfilm;Aspyr (Mac, Linux)";"[4]";7.19
1321;"";208600;"Lunar Flight";"2012-04-10";"Shovsoft";"Shovsoft";"[2, 7]";10.99
1322;"";208620;"Midnight Mysteries: Salem Witch Trials";"2012-03-28";"MumboJumbo";"MumboJumbo";"[9, 6]";6.99
1323;"";208630;"Midnight Mysteries 3: Devil on the Mississippi";"2012-03-28";"MumboJumbo";"MumboJumbo";"[9, 6]";6.99
1324;"";208640;"Midnight Mysteries 4: Haunted Houdini";"2012-03-28";"MumboJumbo";"MumboJumbo";"[9, 6]";6.99
1325;"";208650;"Batman™: Arkham Knight";"2015-06-23";"Rocksteady Studios";"Warner Bros. Interactive Entertainment";"[1, 9]";15.99
1326;"";208670;"Blades of Time";"2012-04-20";"Gaijin Entertainment Corporation";"Gaijin Entertainment Corporation";"[1, 9]";6.99
1327;"";208710;"Colour Bind";"2012-09-24";"Finn Morgan";"Puppy Punch Productions";"[1, 2]";6.99
1328;"";208730;"Game of Thrones";"2012-06-07";"Cyanide Studios";"Focus Home Interactive";"[1, 4]";10.99
1329;"";208750;"Apotheon";"2015-02-03";"Alientrap";"Alientrap";"[1, 4]";10.99
1330;"";209000;"Batman™: Arkham Origins";"2013-10-24";"WB Games Montreal;Splash Damage";"Warner Bros. Interactive Entertainment";"[1, 9]";0.0
1331;"";209060;"Drunken Robot Pornography";"2014-02-19";"Dejobaan Games, LLC";"Dejobaan Games, LLC";"[1, 2]";10.99
1332;"";209080;"Guns of Icarus Online";"2012-10-29";"Muse Games";"Muse Games";"[1, 7]";3.99
1333;"";209100;"Resident Evil: Operation Raccoon City";"2012-05-18";"Slant Six Games";"Capcom Co. Ltd";"[1]";22.99
1334;"";209120;"Street Fighter X Tekken";"2012-05-11";"Capcom U.S.A., Inc.";"Capcom U.S.A., Inc.";"[1]";22.99
1335;"";209160;"Call of Duty®: Ghosts";"2014-03-25";"Infinity Ward";"Activision";"[1]";39.99
